lg,yr,wk,date,tm,g,ga,xg,xga,npxg,npxga,npxgd,xpts,h_a,w,l,d,result,pts
EPL,2016,2,2016-08-20,Crystal Palace,0,1,0.357943,2.25623,0.357943,2.25623,-1.8982869999999998,0.1776,a,0,1,0,l,0
EPL,2016,2,2016-08-20,Everton,2,1,1.83897,2.01885,1.83897,2.01885,-0.17988000000000004,1.2924,a,1,0,0,w,3
EPL,2016,2,2016-08-20,Hull,2,0,2.18655,1.14134,2.18655,1.14134,1.04521,2.1868000000000003,a,1,0,0,w,3
EPL,2016,2,2016-08-20,Leicester,0,0,0.553693,0.521509,0.553693,0.521509,0.03218399999999999,1.3239999999999998,h,0,0,1,d,1
EPL,2016,2,2016-08-20,Liverpool,0,2,0.939025,0.197536,0.939025,0.197536,0.7414890000000001,2.0377,a,0,1,0,l,0
EPL,2016,2,2016-08-20,Manchester City,4,1,2.17198,1.31066,1.41081,0.549491,0.861319,2.0610999999999997,a,1,0,0,w,3
EPL,2016,2,2016-08-20,Stoke,1,4,1.31066,2.17198,0.549491,1.41081,-0.861319,0.6835,h,0,1,0,l,0
EPL,2016,2,2016-08-20,Swansea,0,2,1.14134,2.18655,1.14134,2.18655,-1.04521,0.6091,h,0,1,0,l,0
EPL,2016,2,2016-08-20,Tottenham,1,0,2.25623,0.357943,2.25623,0.357943,1.8982869999999998,2.7171000000000003,h,1,0,0,w,3
EPL,2016,2,2016-08-20,Watford,1,2,0.804549,1.75595,0.804549,1.75595,-0.9514009999999999,0.5701,h,0,1,0,l,0
EPL,2016,2,2016-08-20,West Bromwich Albion,1,2,2.01885,1.83897,2.01885,1.83897,0.17988000000000004,1.4513999999999998,h,0,1,0,l,0
EPL,2016,2,2016-08-21,Bournemouth,0,1,0.39341,1.69288,0.39341,1.69288,-1.29947,0.366,a,0,1,0,l,0
EPL,2016,2,2016-08-21,Middlesbrough,2,1,0.854908,1.4645,0.854908,1.4645,-0.6095919999999999,0.8507,a,1,0,0,w,3
EPL,2016,2,2016-08-21,Sunderland,1,2,1.4645,0.854908,1.4645,0.854908,0.6095919999999999,1.8536000000000001,h,0,1,0,l,0
EPL,2016,2,2016-08-21,West Ham,1,0,1.69288,0.39341,1.69288,0.39341,1.29947,2.4378,h,1,0,0,w,3
EPL,2016,3,2016-08-27,Arsenal,3,1,2.03271,1.07775,1.27154,1.07775,0.1937899999999999,2.1507,a,1,0,0,w,3
EPL,2016,3,2016-08-27,Bournemouth,1,1,0.974014,2.659,0.974014,1.89783,-0.9238159999999999,0.3696,a,0,0,1,d,1
EPL,2016,3,2016-08-27,Burnley,0,3,0.18449,2.65838,0.18449,2.65838,-2.4738900000000004,0.0959,a,0,1,0,l,0
EPL,2016,3,2016-08-27,Chelsea,3,0,2.65838,0.18449,2.65838,0.18449,2.4738900000000004,2.8418,h,1,0,0,w,3
EPL,2016,3,2016-08-27,Crystal Palace,1,1,2.659,0.974014,1.89783,0.974014,0.9238159999999999,2.4858,h,0,0,1,d,1
EPL,2016,3,2016-08-27,Everton,1,0,2.31835,0.187415,1.55718,0.187415,1.3697650000000001,2.812,h,1,0,0,w,3
EPL,2016,3,2016-08-27,Hull,0,1,0.268815,2.47208,0.268815,2.47208,-2.203265,0.09670000000000001,h,0,1,0,l,0
EPL,2016,3,2016-08-27,Leicester,2,1,2.47977,0.32818,1.60174,0.32818,1.2735599999999998,2.8104,h,1,0,0,w,3
EPL,2016,3,2016-08-27,Liverpool,1,1,1.92569,0.590511,1.16452,0.590511,0.574009,2.4576,a,0,0,1,d,1
EPL,2016,3,2016-08-27,Manchester United,1,0,2.47208,0.268815,2.47208,0.268815,2.203265,2.8411,a,1,0,0,w,3
EPL,2016,3,2016-08-27,Southampton,1,1,0.613743,1.39142,0.613743,0.630251,-0.016507999999999967,0.6205,h,0,0,1,d,1
EPL,2016,3,2016-08-27,Stoke,0,1,0.187415,2.31835,0.187415,1.55718,-1.3697650000000001,0.11019999999999999,a,0,1,0,l,0
EPL,2016,3,2016-08-27,Sunderland,1,1,1.39142,0.613743,0.630251,0.613743,0.016507999999999967,2.1223,a,0,0,1,d,1
EPL,2016,3,2016-08-27,Swansea,1,2,0.32818,2.47977,0.32818,1.60174,-1.2735599999999998,0.1179,a,0,1,0,l,0
EPL,2016,3,2016-08-27,Tottenham,1,1,0.590511,1.92569,0.590511,1.16452,-0.574009,0.372,h,0,0,1,d,1
EPL,2016,3,2016-08-27,Watford,1,3,1.07775,2.03271,1.07775,1.27154,-0.1937899999999999,0.6309,h,0,1,0,l,0
EPL,2016,3,2016-08-28,Manchester City,3,1,3.21624,1.08385,3.21624,1.08385,2.13239,2.6052000000000004,h,1,0,0,w,3
EPL,2016,3,2016-08-28,Middlesbrough,0,0,0.396816,0.696845,0.396816,0.696845,-0.30002900000000005,0.964,a,0,0,1,d,1
EPL,2016,3,2016-08-28,West Bromwich Albion,0,0,0.696845,0.396816,0.696845,0.396816,0.30002900000000005,1.5925,h,0,0,1,d,1
EPL,2016,3,2016-08-28,West Ham,1,3,1.08385,3.21624,1.08385,3.21624,-2.13239,0.2811,a,0,1,0,l,0
EPL,2016,4,2016-09-10,Arsenal,2,1,1.89219,1.17522,1.13102,1.17522,-0.04420000000000002,1.9176999999999997,h,1,0,0,w,3
EPL,2016,4,2016-09-10,Bournemouth,1,0,0.986511,1.48347,0.986511,1.48347,-0.49695900000000004,0.8984000000000001,h,1,0,0,w,3
EPL,2016,4,2016-09-10,Burnley,1,1,0.453149,0.907116,0.453149,0.907116,-0.453967,0.8559000000000001,h,0,0,1,d,1
EPL,2016,4,2016-09-10,Crystal Palace,2,1,1.12437,0.611959,1.12437,0.611959,0.5124110000000001,1.8404,a,1,0,0,w,3
EPL,2016,4,2016-09-10,Hull,1,1,0.907116,0.453149,0.907116,0.453149,0.453967,1.7822999999999998,a,0,0,1,d,1
EPL,2016,4,2016-09-10,Leicester,1,4,1.22508,2.76916,1.22508,2.76916,-1.54408,0.46730000000000005,a,0,1,0,l,0
EPL,2016,4,2016-09-10,Liverpool,4,1,2.76916,1.22508,2.76916,1.22508,1.54408,2.3684,h,1,0,0,w,3
EPL,2016,4,2016-09-10,Manchester City,2,1,1.88688,1.01013,1.88688,1.01013,0.8767499999999999,2.0531,a,1,0,0,w,3
EPL,2016,4,2016-09-10,Manchester United,1,2,1.01013,1.88688,1.01013,1.88688,-0.8767499999999999,0.7118,h,0,1,0,l,0
EPL,2016,4,2016-09-10,Middlesbrough,1,2,0.611959,1.12437,0.611959,1.12437,-0.5124110000000001,0.8426,h,0,1,0,l,0
EPL,2016,4,2016-09-10,Southampton,1,2,1.17522,1.89219,1.17522,1.13102,0.04420000000000002,0.8200000000000001,a,0,1,0,l,0
EPL,2016,4,2016-09-10,Stoke,0,4,1.01771,2.77025,1.01771,2.77025,-1.75254,0.3444,h,0,1,0,l,0
EPL,2016,4,2016-09-10,Tottenham,4,0,2.77025,1.01771,2.77025,1.01771,1.75254,2.5244999999999997,a,1,0,0,w,3
EPL,2016,4,2016-09-10,Watford,4,2,1.85479,1.32216,1.85479,1.32216,0.5326299999999999,1.7715,a,1,0,0,w,3
EPL,2016,4,2016-09-10,West Bromwich Albion,0,1,1.48347,0.986511,1.48347,0.986511,0.49695900000000004,1.8146,a,0,1,0,l,0
EPL,2016,4,2016-09-10,West Ham,2,4,1.32216,1.85479,1.32216,1.85479,-0.5326299999999999,0.9798,h,0,1,0,l,0
EPL,2016,4,2016-09-11,Chelsea,2,2,2.19035,1.2304,2.19035,0.469231,1.721119,2.0143,a,0,0,1,d,1
EPL,2016,4,2016-09-11,Swansea,2,2,1.2304,2.19035,0.469231,2.19035,-1.721119,0.7393000000000001,h,0,0,1,d,1
EPL,2016,4,2016-09-12,Everton,3,0,2.84526,1.0404,2.84526,1.0404,1.8048600000000001,2.4920999999999998,a,1,0,0,w,3
EPL,2016,4,2016-09-12,Sunderland,0,3,1.0404,2.84526,1.0404,2.84526,-1.8048600000000001,0.3669,h,0,1,0,l,0
EPL,2016,5,2016-09-16,Chelsea,1,2,1.16415,1.41642,1.16415,1.41642,-0.25227,1.1212,h,0,1,0,l,0
EPL,2016,5,2016-09-16,Liverpool,2,1,1.41642,1.16415,1.41642,1.16415,0.25227,1.5735999999999999,a,1,0,0,w,3
EPL,2016,5,2016-09-17,Arsenal,4,1,3.63453,0.969693,2.87336,0.208524,2.6648359999999998,2.8276000000000003,a,1,0,0,w,3
EPL,2016,5,2016-09-17,Bournemouth,0,4,0.389672,3.38733,0.389672,3.38733,-2.997658,0.0366,a,0,1,0,l,0
EPL,2016,5,2016-09-17,Burnley,0,3,0.464523,1.98503,0.464523,1.98503,-1.520507,0.2771,a,0,1,0,l,0
EPL,2016,5,2016-09-17,Everton,3,1,1.17467,0.178081,1.17467,0.178081,0.9965890000000002,2.3583,h,1,0,0,w,3
EPL,2016,5,2016-09-17,Hull,1,4,0.969693,3.63453,0.208524,2.87336,-2.6648359999999998,0.1075,h,0,1,0,l,0
EPL,2016,5,2016-09-17,Leicester,3,0,1.98503,0.464523,1.98503,0.464523,1.520507,2.5679,h,1,0,0,w,3
EPL,2016,5,2016-09-17,Manchester City,4,0,3.38733,0.389672,3.38733,0.389672,2.997658,2.9381999999999997,h,1,0,0,w,3
EPL,2016,5,2016-09-17,Middlesbrough,1,3,0.178081,1.17467,0.178081,1.17467,-0.9965890000000002,0.37889999999999996,a,0,1,0,l,0
EPL,2016,5,2016-09-17,West Bromwich Albion,4,2,1.94229,2.37422,1.18112,1.61305,-0.43193000000000015,1.1062999999999998,h,1,0,0,w,3
EPL,2016,5,2016-09-17,West Ham,2,4,2.37422,1.94229,1.61305,1.18112,0.43193000000000015,1.6331,a,0,1,0,l,0
EPL,2016,5,2016-09-18,Crystal Palace,4,1,1.31366,1.20308,1.31366,1.20308,0.11058000000000012,1.4285999999999999,h,1,0,0,w,3
EPL,2016,5,2016-09-18,Manchester United,1,3,1.41359,1.74506,1.41359,0.983895,0.42969499999999994,1.0756999999999999,a,0,1,0,l,0
EPL,2016,5,2016-09-18,Southampton,1,0,2.15218,0.490661,2.15218,0.490661,1.661519,2.5410000000000004,h,1,0,0,w,3
EPL,2016,5,2016-09-18,Stoke,1,4,1.20308,1.31366,1.20308,1.31366,-0.11058000000000012,1.2599999999999998,a,0,1,0,l,0
EPL,2016,5,2016-09-18,Sunderland,0,1,0.960821,2.52591,0.960821,2.52591,-1.565089,0.40549999999999997,a,0,1,0,l,0
EPL,2016,5,2016-09-18,Swansea,0,1,0.490661,2.15218,0.490661,2.15218,-1.661519,0.3099,a,0,1,0,l,0
EPL,2016,5,2016-09-18,Tottenham,1,0,2.52591,0.960821,2.52591,0.960821,1.565089,2.4295999999999998,h,1,0,0,w,3
EPL,2016,5,2016-09-18,Watford,3,1,1.74506,1.41359,0.983895,1.41359,-0.42969499999999994,1.6337,h,1,0,0,w,3
EPL,2016,6,2016-09-24,Arsenal,3,0,1.66224,0.613553,1.66224,0.613553,1.048687,2.2051,h,1,0,0,w,3
EPL,2016,6,2016-09-24,Bournemouth,1,0,0.693594,1.15724,0.693594,1.15724,-0.463646,0.9029999999999999,h,1,0,0,w,3
EPL,2016,6,2016-09-24,Chelsea,0,3,0.613553,1.66224,0.613553,1.66224,-1.048687,0.5593,a,0,1,0,l,0
EPL,2016,6,2016-09-24,Crystal Palace,3,2,1.7887,1.51457,1.7887,1.51457,0.27413,1.5413000000000001,a,1,0,0,w,3
EPL,2016,6,2016-09-24,Everton,0,1,1.15724,0.693594,1.15724,0.693594,0.463646,1.7852999999999999,a,0,1,0,l,0
EPL,2016,6,2016-09-24,Hull,1,5,0.157549,4.64913,0.157549,3.1268,-2.969251,0.004,a,0,1,0,l,0
EPL,2016,6,2016-09-24,Leicester,1,4,0.286966,2.45604,0.286966,2.45604,-2.1690739999999997,0.0932,a,0,1,0,l,0
EPL,2016,6,2016-09-24,Liverpool,5,1,4.64913,0.157549,3.1268,0.157549,2.969251,2.9929,h,1,0,0,w,3
EPL,2016,6,2016-09-24,Manchester City,3,1,2.57704,1.11096,1.81587,1.11096,0.7049100000000001,2.3997,a,1,0,0,w,3
EPL,2016,6,2016-09-24,Manchester United,4,1,2.45604,0.286966,2.45604,0.286966,2.1690739999999997,2.8436,h,1,0,0,w,3
EPL,2016,6,2016-09-24,Middlesbrough,1,2,0.361508,1.4158,0.361508,1.4158,-1.054292,0.4938,h,0,1,0,l,0
EPL,2016,6,2016-09-24,Stoke,1,1,0.979673,0.270862,0.979673,0.270862,0.7088110000000001,2.0007,h,0,0,1,d,1
EPL,2016,6,2016-09-24,Sunderland,2,3,1.51457,1.7887,1.51457,1.7887,-0.27413,1.2116,h,0,1,0,l,0
EPL,2016,6,2016-09-24,Swansea,1,3,1.11096,2.57704,1.11096,1.81587,-0.7049100000000001,0.4302,h,0,1,0,l,0
EPL,2016,6,2016-09-24,Tottenham,2,1,1.4158,0.361508,1.4158,0.361508,1.054292,2.2536000000000005,a,1,0,0,w,3
EPL,2016,6,2016-09-24,West Bromwich Albion,1,1,0.270862,0.979673,0.270862,0.979673,-0.7088110000000001,0.6426000000000001,a,0,0,1,d,1
EPL,2016,6,2016-09-25,Southampton,3,0,2.97877,0.693818,2.97877,0.693818,2.2849519999999997,2.7415000000000003,a,1,0,0,w,3
EPL,2016,6,2016-09-25,West Ham,0,3,0.693818,2.97877,0.693818,2.97877,-2.2849519999999997,0.1738,h,0,1,0,l,0
EPL,2016,6,2016-09-26,Burnley,2,0,0.569734,0.776105,0.569734,0.776105,-0.20637100000000008,1.0912,h,1,0,0,w,3
EPL,2016,6,2016-09-26,Watford,0,2,0.776105,0.569734,0.776105,0.569734,0.20637100000000008,1.5175,a,0,1,0,l,0
EPL,2016,7,2016-09-30,Crystal Palace,1,1,0.47692,1.1542,0.47692,1.1542,-0.6772799999999999,0.7153,a,0,0,1,d,1
EPL,2016,7,2016-09-30,Everton,1,1,1.1542,0.47692,1.1542,0.47692,0.6772799999999999,1.9776999999999998,h,0,0,1,d,1
EPL,2016,7,2016-10-01,Bournemouth,2,2,1.35487,1.23419,1.35487,1.23419,0.12068000000000012,1.4458000000000002,a,0,0,1,d,1
EPL,2016,7,2016-10-01,Chelsea,2,0,1.99155,0.27266,1.99155,0.27266,1.71889,2.6359000000000004,a,1,0,0,w,3
EPL,2016,7,2016-10-01,Hull,0,2,0.27266,1.99155,0.27266,1.99155,-1.71889,0.22660000000000002,h,0,1,0,l,0
EPL,2016,7,2016-10-01,Liverpool,2,1,2.02239,2.65842,1.26122,2.65842,-1.3972,0.9118999999999999,a,1,0,0,w,3
EPL,2016,7,2016-10-01,Middlesbrough,1,1,0.852603,0.883385,0.852603,0.883385,-0.030781999999999976,1.3076,a,0,0,1,d,1
EPL,2016,7,2016-10-01,Sunderland,1,1,1.19268,0.88211,1.19268,0.88211,0.31057,1.6782,h,0,0,1,d,1
EPL,2016,7,2016-10-01,Swansea,1,2,2.65842,2.02239,2.65842,1.26122,1.3972,1.8587000000000002,h,0,1,0,l,0
EPL,2016,7,2016-10-01,Watford,2,2,1.23419,1.35487,1.23419,1.35487,-0.12068000000000012,1.2661,h,0,0,1,d,1
EPL,2016,7,2016-10-01,West Bromwich Albion,1,1,0.88211,1.19268,0.88211,1.19268,-0.31057,1.02,a,0,0,1,d,1
EPL,2016,7,2016-10-01,West Ham,1,1,0.883385,0.852603,0.883385,0.852603,0.030781999999999976,1.3475,h,0,0,1,d,1
EPL,2016,7,2016-10-02,Arsenal,1,0,1.85433,0.608783,1.85433,0.608783,1.2455470000000002,2.399,a,1,0,0,w,3
EPL,2016,7,2016-10-02,Burnley,0,1,0.608783,1.85433,0.608783,1.85433,-1.2455470000000002,0.39170000000000005,h,0,1,0,l,0
EPL,2016,7,2016-10-02,Leicester,0,0,0.446309,0.920963,0.446309,0.920963,-0.47465399999999996,0.8516999999999999,h,0,0,1,d,1
EPL,2016,7,2016-10-02,Manchester City,0,2,0.909513,1.69975,0.909513,0.938577,-0.02906399999999998,0.7141,a,0,1,0,l,0
EPL,2016,7,2016-10-02,Manchester United,1,1,2.80988,1.20043,2.80988,1.20043,1.60945,2.4595,h,0,0,1,d,1
EPL,2016,7,2016-10-02,Southampton,0,0,0.920963,0.446309,0.920963,0.446309,0.47465399999999996,1.7853,a,0,0,1,d,1
EPL,2016,7,2016-10-02,Stoke,1,1,1.20043,2.80988,1.20043,2.80988,-1.60945,0.3766,a,0,0,1,d,1
EPL,2016,7,2016-10-02,Tottenham,2,0,1.69975,0.909513,0.938577,0.909513,0.02906399999999998,2.0314,h,1,0,0,w,3
EPL,2016,8,2016-10-15,Arsenal,3,2,3.50519,1.74979,3.50519,1.74979,1.7553999999999998,2.4,h,1,0,0,w,3
EPL,2016,8,2016-10-15,Bournemouth,6,1,2.92532,0.388589,2.16415,0.388589,1.7755609999999997,2.8351,h,1,0,0,w,3
EPL,2016,8,2016-10-15,Chelsea,3,0,3.11573,0.182549,3.11573,0.182549,2.9331810000000003,2.9316999999999998,h,1,0,0,w,3
EPL,2016,8,2016-10-15,Crystal Palace,0,1,1.94599,0.874219,1.18482,0.874219,0.310601,2.2561,h,0,1,0,l,0
EPL,2016,8,2016-10-15,Everton,1,1,0.144498,2.69208,0.144498,1.16978,-1.025282,0.0373,a,0,0,1,d,1
EPL,2016,8,2016-10-15,Hull,1,6,0.388589,2.92532,0.388589,2.16415,-1.7755609999999997,0.1018,a,0,1,0,l,0
EPL,2016,8,2016-10-15,Leicester,0,3,0.182549,3.11573,0.182549,3.11573,-2.9331810000000003,0.039099999999999996,a,0,1,0,l,0
EPL,2016,8,2016-10-15,Manchester City,1,1,2.69208,0.144498,1.16978,0.144498,1.025282,2.932,h,0,0,1,d,1
EPL,2016,8,2016-10-15,Stoke,2,0,2.29543,0.587572,2.29543,0.587572,1.707858,2.5776999999999997,h,1,0,0,w,3
EPL,2016,8,2016-10-15,Sunderland,0,2,0.587572,2.29543,0.587572,2.29543,-1.707858,0.28659999999999997,a,0,1,0,l,0
EPL,2016,8,2016-10-15,Swansea,2,3,1.74979,3.50519,1.74979,3.50519,-1.7553999999999998,0.4653,a,0,1,0,l,0
EPL,2016,8,2016-10-15,Tottenham,1,1,1.32318,1.30365,1.32318,1.30365,0.019530000000000047,1.3067,a,0,0,1,d,1
EPL,2016,8,2016-10-15,West Bromwich Albion,1,1,1.30365,1.32318,1.30365,1.32318,-0.019530000000000047,1.3973,h,0,0,1,d,1
EPL,2016,8,2016-10-15,West Ham,1,0,0.874219,1.94599,0.874219,1.18482,-0.310601,0.5341,a,1,0,0,w,3
EPL,2016,8,2016-10-16,Burnley,1,3,1.03126,4.21181,0.270091,3.45064,-3.180549,0.0709,a,0,1,0,l,0
EPL,2016,8,2016-10-16,Middlesbrough,0,1,0.528576,0.0893749,0.528576,0.0893749,0.43920110000000007,1.7502,h,0,1,0,l,0
EPL,2016,8,2016-10-16,Southampton,3,1,4.21181,1.03126,3.45064,0.270091,3.180549,2.89,h,1,0,0,w,3
EPL,2016,8,2016-10-16,Watford,1,0,0.0893749,0.528576,0.0893749,0.528576,-0.43920110000000007,0.699,a,1,0,0,w,3
EPL,2016,8,2016-10-17,Liverpool,0,0,0.270441,0.537762,0.270441,0.537762,-0.267321,0.9191,h,0,0,1,d,1
EPL,2016,8,2016-10-17,Manchester United,0,0,0.537762,0.270441,0.537762,0.270441,0.267321,1.5869,a,0,0,1,d,1
EPL,2016,9,2016-10-22,Arsenal,0,0,0.711811,1.55581,0.711811,1.55581,-0.8439989999999999,0.6436999999999999,h,0,0,1,d,1
EPL,2016,9,2016-10-22,Bournemouth,0,0,0.523371,0.74529,0.523371,0.74529,-0.22191899999999998,1.0949,h,0,0,1,d,1
EPL,2016,9,2016-10-22,Burnley,2,1,0.905579,0.752795,0.905579,0.752795,0.15278400000000003,1.5373000000000001,h,1,0,0,w,3
EPL,2016,9,2016-10-22,Crystal Palace,1,3,1.656,1.7041,1.656,1.7041,-0.04810000000000003,1.3448,a,0,1,0,l,0
EPL,2016,9,2016-10-22,Everton,1,2,0.752795,0.905579,0.752795,0.905579,-0.15278400000000003,1.1068000000000002,a,0,1,0,l,0
EPL,2016,9,2016-10-22,Hull,0,2,0.701606,1.04273,0.701606,1.04273,-0.341124,1.0467,h,0,1,0,l,0
EPL,2016,9,2016-10-22,Leicester,3,1,1.7041,1.656,1.7041,1.656,0.04810000000000003,1.4057000000000002,h,1,0,0,w,3
EPL,2016,9,2016-10-22,Liverpool,2,1,2.2952,0.685982,2.2952,0.685982,1.6092179999999998,2.4501,h,1,0,0,w,3
EPL,2016,9,2016-10-22,Middlesbrough,0,0,1.55581,0.711811,1.55581,0.711811,0.8439989999999999,2.1083,a,0,0,1,d,1
EPL,2016,9,2016-10-22,Stoke,2,0,1.04273,0.701606,1.04273,0.701606,0.341124,1.6251,a,1,0,0,w,3
EPL,2016,9,2016-10-22,Sunderland,0,1,0.808339,1.19585,0.808339,1.19585,-0.38751100000000005,1.0286,a,0,1,0,l,0
EPL,2016,9,2016-10-22,Swansea,0,0,1.33215,0.478578,1.33215,0.478578,0.853572,2.1412999999999998,h,0,0,1,d,1
EPL,2016,9,2016-10-22,Tottenham,0,0,0.74529,0.523371,0.74529,0.523371,0.22191899999999998,1.4978,a,0,0,1,d,1
EPL,2016,9,2016-10-22,Watford,0,0,0.478578,1.33215,0.478578,1.33215,-0.853572,0.5900000000000001,a,0,0,1,d,1
EPL,2016,9,2016-10-22,West Bromwich Albion,1,2,0.685982,2.2952,0.685982,2.2952,-1.6092179999999998,0.37770000000000004,a,0,1,0,l,0
EPL,2016,9,2016-10-22,West Ham,1,0,1.19585,0.808339,1.19585,0.808339,0.38751100000000005,1.6616,h,1,0,0,w,3
EPL,2016,9,2016-10-23,Chelsea,4,0,2.25192,0.742805,2.25192,0.742805,1.509115,2.4444000000000004,h,1,0,0,w,3
EPL,2016,9,2016-10-23,Manchester City,1,1,1.15321,0.563752,1.15321,0.563752,0.589458,1.8629000000000002,h,0,0,1,d,1
EPL,2016,9,2016-10-23,Manchester United,0,4,0.742805,2.25192,0.742805,2.25192,-1.509115,0.39690000000000003,a,0,1,0,l,0
EPL,2016,9,2016-10-23,Southampton,1,1,0.563752,1.15321,0.563752,1.15321,-0.589458,0.8156000000000001,a,0,0,1,d,1
EPL,2016,10,2016-10-29,Arsenal,4,1,2.48348,0.853434,2.48348,0.0922651,2.3912149,2.5643,a,1,0,0,w,3
EPL,2016,10,2016-10-29,Bournemouth,0,2,1.54599,1.44317,1.54599,1.44317,0.10281999999999991,1.4223000000000001,a,0,1,0,l,0
EPL,2016,10,2016-10-29,Burnley,0,0,0.327957,2.72391,0.327957,2.72391,-2.395953,0.16110000000000002,a,0,0,1,d,1
EPL,2016,10,2016-10-29,Crystal Palace,2,4,0.496044,2.26056,0.496044,2.26056,-1.764516,0.3001,h,0,1,0,l,0
EPL,2016,10,2016-10-29,Hull,0,1,0.251367,1.14991,0.251367,1.14991,-0.898543,0.5195000000000001,a,0,1,0,l,0
EPL,2016,10,2016-10-29,Leicester,1,1,0.740987,1.69833,0.740987,0.937162,-0.1961750000000001,0.5628,a,0,0,1,d,1
EPL,2016,10,2016-10-29,Liverpool,4,2,2.26056,0.496044,2.26056,0.496044,1.764516,2.5567,a,1,0,0,w,3
EPL,2016,10,2016-10-29,Manchester City,4,0,2.48018,0.596605,2.48018,0.596605,1.8835749999999998,2.5971,a,1,0,0,w,3
EPL,2016,10,2016-10-29,Manchester United,0,0,2.72391,0.327957,2.72391,0.327957,2.395953,2.7498000000000005,h,0,0,1,d,1
EPL,2016,10,2016-10-29,Middlesbrough,2,0,1.44317,1.54599,1.44317,1.54599,-0.10281999999999991,1.2891000000000001,h,1,0,0,w,3
EPL,2016,10,2016-10-29,Sunderland,1,4,0.853434,2.48348,0.0922651,2.48348,-2.3912149,0.2735,h,0,1,0,l,0
EPL,2016,10,2016-10-29,Tottenham,1,1,1.69833,0.740987,0.937162,0.740987,0.1961750000000001,2.1678,h,0,0,1,d,1
EPL,2016,10,2016-10-29,Watford,1,0,1.14991,0.251367,1.14991,0.251367,0.898543,2.1710000000000003,h,1,0,0,w,3
EPL,2016,10,2016-10-29,West Bromwich Albion,0,4,0.596605,2.48018,0.596605,2.48018,-1.8835749999999998,0.2733,h,0,1,0,l,0
EPL,2016,10,2016-10-30,Chelsea,2,0,1.14759,0.422364,1.14759,0.422364,0.7252260000000001,1.9948000000000001,a,1,0,0,w,3
EPL,2016,10,2016-10-30,Everton,2,0,2.0087,0.944816,2.0087,0.944816,1.0638840000000003,2.1778,h,1,0,0,w,3
EPL,2016,10,2016-10-30,Southampton,0,2,0.422364,1.14759,0.422364,1.14759,-0.7252260000000001,0.6889000000000001,h,0,1,0,l,0
EPL,2016,10,2016-10-30,West Ham,0,2,0.944816,2.0087,0.944816,2.0087,-1.0638840000000003,0.6109,a,0,1,0,l,0
EPL,2016,10,2016-11-01,Stoke,3,1,2.16407,1.10058,2.16407,1.10058,1.0634900000000003,2.1675,h,1,0,0,w,3
EPL,2016,10,2016-11-01,Swansea,1,3,1.10058,2.16407,1.10058,2.16407,-1.0634900000000003,0.6138,a,0,1,0,l,0
EPL,2016,11,2016-11-05,Bournemouth,1,2,2.6457,1.13672,2.6457,0.375547,2.270153,2.382,h,0,1,0,l,0
EPL,2016,11,2016-11-05,Burnley,3,2,2.25738,2.05902,2.25738,1.29785,0.95953,1.5575,h,1,0,0,w,3
EPL,2016,11,2016-11-05,Chelsea,5,0,1.94078,0.0131321,1.94078,0.0131321,1.9276479,2.8023,h,1,0,0,w,3
EPL,2016,11,2016-11-05,Crystal Palace,2,3,2.05902,2.25738,1.29785,2.25738,-0.95953,1.1759,a,0,1,0,l,0
EPL,2016,11,2016-11-05,Everton,0,5,0.0131321,1.94078,0.0131321,1.94078,-1.9276479,0.10049999999999999,a,0,1,0,l,0
EPL,2016,11,2016-11-05,Manchester City,1,1,2.49606,0.208762,2.49606,0.208762,2.287298,2.8169999999999997,h,0,0,1,d,1
EPL,2016,11,2016-11-05,Middlesbrough,1,1,0.208762,2.49606,0.208762,2.49606,-2.287298,0.1086,a,0,0,1,d,1
EPL,2016,11,2016-11-05,Stoke,1,1,0.81046,0.404528,0.81046,0.404528,0.40593199999999996,1.6904000000000001,a,0,0,1,d,1
EPL,2016,11,2016-11-05,Sunderland,2,1,1.13672,2.6457,0.375547,2.6457,-2.270153,0.4371,a,1,0,0,w,3
EPL,2016,11,2016-11-05,West Ham,1,1,0.404528,0.81046,0.404528,0.81046,-0.40593199999999996,0.9100999999999999,h,0,0,1,d,1
EPL,2016,11,2016-11-06,Arsenal,1,1,0.675745,1.19585,0.675745,0.434685,0.24106000000000005,0.8081,h,0,0,1,d,1
EPL,2016,11,2016-11-06,Hull,2,1,0.561215,2.03046,0.561215,1.26929,-0.708075,0.3578,h,1,0,0,w,3
EPL,2016,11,2016-11-06,Leicester,1,2,0.629678,0.78196,0.629678,0.78196,-0.15228200000000003,1.1768,h,0,1,0,l,0
EPL,2016,11,2016-11-06,Liverpool,6,1,4.18366,0.771133,4.18366,0.771133,3.412527,2.8982,h,1,0,0,w,3
EPL,2016,11,2016-11-06,Manchester United,3,1,1.00006,0.51266,1.00006,0.51266,0.48739999999999994,1.8410000000000002,a,1,0,0,w,3
EPL,2016,11,2016-11-06,Southampton,1,2,2.03046,0.561215,1.26929,0.561215,0.708075,2.4746,a,0,1,0,l,0
EPL,2016,11,2016-11-06,Swansea,1,3,0.51266,1.00006,0.51266,1.00006,-0.48739999999999994,0.8114,h,0,1,0,l,0
EPL,2016,11,2016-11-06,Tottenham,1,1,1.19585,0.675745,0.434685,0.675745,-0.24106000000000005,1.8889999999999998,a,0,0,1,d,1
