lg,yr,wk,date,tm,g,ga,xg,xga,npxg,npxga,npxgd,xpts,h_a,w,l,d,result,pts
RFPL,2017,15,2017-10-29,Ural,1,1,0.685533,1.15469,0.685533,0.400417,0.2851159999999999,0.833,a,0,0,1,d,1
RFPL,2017,15,2017-10-29,Zenit St. Petersburg,0,3,1.63683,1.82005,1.63683,1.82005,-0.18321999999999994,1.2303,h,0,1,0,l,0
RFPL,2017,15,2017-10-30,Anzhi Makhachkala,1,1,0.25091,0.855003,0.25091,0.855003,-0.604093,0.7001999999999999,a,0,0,1,d,1
RFPL,2017,15,2017-10-30,FC Ufa,2,1,1.20075,0.715817,1.20075,0.715817,0.48493299999999995,1.7934,h,1,0,0,w,3
RFPL,2017,15,2017-10-30,FK Akhmat,1,1,0.855003,0.25091,0.855003,0.25091,0.604093,1.9032,h,0,0,1,d,1
RFPL,2017,15,2017-10-30,Rubin Kazan,1,2,0.715817,1.20075,0.715817,1.20075,-0.48493299999999995,0.8853,a,0,1,0,l,0
RFPL,2017,16,2017-11-03,Dinamo Moscow,2,2,0.640363,0.786852,0.640363,0.786852,-0.14648899999999998,1.1836000000000002,a,0,0,1,d,1
RFPL,2017,16,2017-11-03,Ural,2,2,0.786852,0.640363,0.786852,0.640363,0.14648899999999998,1.4323000000000001,h,0,0,1,d,1
RFPL,2017,16,2017-11-04,FC Krasnodar,3,1,1.38913,1.27369,1.38913,1.27369,0.11543999999999999,1.484,a,1,0,0,w,3
RFPL,2017,16,2017-11-04,FC Rostov,0,1,0.156728,1.95764,0.156728,1.95764,-1.800912,0.17300000000000001,a,0,1,0,l,0
RFPL,2017,16,2017-11-04,FK Akhmat,1,0,1.95764,0.156728,1.95764,0.156728,1.800912,2.7011000000000003,h,1,0,0,w,3
RFPL,2017,16,2017-11-04,Tosno,1,3,1.27369,1.38913,1.27369,1.38913,-0.11543999999999999,1.2352999999999998,h,0,1,0,l,0
RFPL,2017,16,2017-11-05,Amkar,1,2,0.736363,1.23712,0.736363,1.23712,-0.500757,0.9237,h,0,1,0,l,0
RFPL,2017,16,2017-11-05,Anzhi Makhachkala,2,1,1.23712,0.736363,1.23712,0.736363,0.500757,1.7685000000000002,a,1,0,0,w,3
RFPL,2017,16,2017-11-05,Arsenal Tula,2,1,1.44772,1.09916,1.44772,1.09916,0.34856,1.6297000000000001,a,1,0,0,w,3
RFPL,2017,16,2017-11-05,CSKA Moscow,2,2,0.692279,1.78701,0.692279,1.03273,-0.34045099999999995,0.4692,a,0,0,1,d,1
RFPL,2017,16,2017-11-05,FC Ufa,1,3,0.234339,1.43737,0.234339,1.43737,-1.203031,0.3035,a,0,1,0,l,0
RFPL,2017,16,2017-11-05,Lokomotiv Moscow,2,2,1.78701,0.692279,1.03273,0.692279,0.34045099999999995,2.3121,h,0,0,1,d,1
RFPL,2017,16,2017-11-05,Rubin Kazan,0,0,0.376661,1.13501,0.376661,1.13501,-0.758349,0.6685,h,0,0,1,d,1
RFPL,2017,16,2017-11-05,SKA-Khabarovsk,1,2,1.09916,1.44772,1.09916,1.44772,-0.34856,1.0383999999999998,h,0,1,0,l,0
RFPL,2017,16,2017-11-05,Spartak Moscow,3,1,1.43737,0.234339,1.43737,0.234339,1.203031,2.5039999999999996,h,1,0,0,w,3
RFPL,2017,16,2017-11-05,Zenit St. Petersburg,0,0,1.13501,0.376661,1.13501,0.376661,0.758349,2.0179,a,0,0,1,d,1
RFPL,2017,17,2017-11-18,Arsenal Tula,0,0,0.180377,0.970025,0.180377,0.970025,-0.789648,0.4687,h,0,0,1,d,1
RFPL,2017,17,2017-11-18,CSKA Moscow,4,2,3.87655,1.4405,3.87655,1.4405,2.43605,2.7174,a,1,0,0,w,3
RFPL,2017,17,2017-11-18,Dinamo Moscow,1,1,1.04651,1.31739,1.04651,1.31739,-0.27088,1.0964,h,0,0,1,d,1
RFPL,2017,17,2017-11-18,FC Krasnodar,1,4,0.93844,2.2857,0.93844,2.2857,-1.34726,0.485,h,0,1,0,l,0
RFPL,2017,17,2017-11-18,FK Akhmat,1,1,1.31739,1.04651,1.31739,1.04651,0.27088,1.6079,a,0,0,1,d,1
RFPL,2017,17,2017-11-18,Rubin Kazan,0,0,0.970025,0.180377,0.970025,0.180377,0.789648,2.2207,a,0,0,1,d,1
RFPL,2017,17,2017-11-18,SKA-Khabarovsk,2,4,1.4405,3.87655,1.4405,3.87655,-2.43605,0.1995,h,0,1,0,l,0
RFPL,2017,17,2017-11-18,Spartak Moscow,4,1,2.2857,0.93844,2.2857,0.93844,1.34726,2.3363,a,1,0,0,w,3
RFPL,2017,17,2017-11-19,Amkar,0,0,1.22642,1.31114,0.472149,0.553251,-0.08110200000000006,1.222,a,0,0,1,d,1
RFPL,2017,17,2017-11-19,Anzhi Makhachkala,0,1,0.167547,0.801309,0.167547,0.801309,-0.633762,0.6053,h,0,1,0,l,0
RFPL,2017,17,2017-11-19,FC Rostov,0,0,1.31114,1.22642,0.553251,0.472149,0.08110200000000006,1.4143,h,0,0,1,d,1
RFPL,2017,17,2017-11-19,FC Ufa,2,0,1.72885,1.05075,1.72885,0.296478,1.432372,1.8905,h,1,0,0,w,3
RFPL,2017,17,2017-11-19,Lokomotiv Moscow,1,0,0.801309,0.167547,0.801309,0.167547,0.633762,1.9955,a,1,0,0,w,3
RFPL,2017,17,2017-11-19,Tosno,0,5,0.29077,2.15872,0.29077,1.40444,-1.11367,0.15860000000000002,a,0,1,0,l,0
RFPL,2017,17,2017-11-19,Ural,0,2,1.05075,1.72885,0.296478,1.72885,-1.432372,0.8339000000000001,a,0,1,0,l,0
RFPL,2017,17,2017-11-19,Zenit St. Petersburg,5,0,2.15872,0.29077,1.40444,0.29077,1.11367,2.7404,h,1,0,0,w,3
RFPL,2017,18,2017-11-24,Amkar,2,1,1.36308,1.06456,1.36308,0.310293,1.0527870000000001,1.5688,h,1,0,0,w,3
RFPL,2017,18,2017-11-24,Dinamo Moscow,1,2,1.06456,1.36308,0.310293,1.36308,-1.0527870000000001,1.0987,a,0,1,0,l,0
RFPL,2017,18,2017-11-25,Arsenal Tula,2,3,1.57318,2.21804,1.57318,2.21804,-0.6448599999999998,0.9159999999999999,a,0,1,0,l,0
RFPL,2017,18,2017-11-25,FC Ufa,1,2,0.24393,1.4103,0.24393,1.4103,-1.1663700000000001,0.3316,a,0,1,0,l,0
RFPL,2017,18,2017-11-25,FK Akhmat,2,1,1.4103,0.24393,1.4103,0.24393,1.1663700000000001,2.4652,h,1,0,0,w,3
RFPL,2017,18,2017-11-25,Tosno,3,2,2.21804,1.57318,2.21804,1.57318,0.6448599999999998,1.8526,h,1,0,0,w,3
RFPL,2017,18,2017-11-26,Anzhi Makhachkala,0,2,0.79514,1.58716,0.79514,0.832883,-0.03774300000000008,0.6544999999999999,a,0,1,0,l,0
RFPL,2017,18,2017-11-26,CSKA Moscow,1,0,1.52604,0.214594,0.771762,0.214594,0.5571679999999999,2.5778,a,1,0,0,w,3
RFPL,2017,18,2017-11-26,FC Krasnodar,1,0,1.2518,0.429144,1.2518,0.429144,0.822656,2.1193,a,1,0,0,w,3
RFPL,2017,18,2017-11-26,FC Rostov,2,0,1.58716,0.79514,0.832883,0.79514,0.03774300000000008,2.0837,h,1,0,0,w,3
RFPL,2017,18,2017-11-26,Rubin Kazan,0,1,0.214594,1.52604,0.214594,0.771762,-0.5571679999999999,0.2552,h,0,1,0,l,0
RFPL,2017,18,2017-11-26,Ural,0,1,0.429144,1.2518,0.429144,1.2518,-0.822656,0.5973999999999999,h,0,1,0,l,0
RFPL,2017,18,2017-11-27,Lokomotiv Moscow,2,1,2.48658,0.218721,1.7323,0.218721,1.513579,2.9102,a,1,0,0,w,3
RFPL,2017,18,2017-11-27,SKA-Khabarovsk,1,2,0.218721,2.48658,0.218721,1.7323,-1.513579,0.051500000000000004,h,0,1,0,l,0
RFPL,2017,18,2017-11-27,Spartak Moscow,3,1,1.12452,0.607375,1.12452,0.607375,0.517145,1.8706,h,1,0,0,w,3
RFPL,2017,18,2017-11-27,Zenit St. Petersburg,1,3,0.607375,1.12452,0.607375,1.12452,-0.517145,0.8221,a,0,1,0,l,0
RFPL,2017,19,2017-12-01,Arsenal Tula,0,1,1.29236,1.74281,1.29236,1.74281,-0.45045,1.0227,h,0,1,0,l,0
RFPL,2017,19,2017-12-01,CSKA Moscow,6,0,3.12878,0.0835915,0.865959,0.0835915,0.7823675,2.9742,h,1,0,0,w,3
RFPL,2017,19,2017-12-01,Spartak Moscow,1,0,1.74281,1.29236,1.74281,1.29236,0.45045,1.7147999999999999,a,1,0,0,w,3
RFPL,2017,19,2017-12-01,Tosno,0,6,0.0835915,3.12878,0.0835915,0.865959,-0.7823675,0.014100000000000001,a,0,1,0,l,0
RFPL,2017,19,2017-12-02,Dinamo Moscow,2,0,1.73172,0.267006,1.73172,0.267006,1.4647139999999998,2.5517000000000003,h,1,0,0,w,3
RFPL,2017,19,2017-12-02,FC Rostov,0,2,0.267006,1.73172,0.267006,1.73172,-1.4647139999999998,0.28280000000000005,a,0,1,0,l,0
RFPL,2017,19,2017-12-02,Lokomotiv Moscow,1,0,0.708148,0.87875,0.708148,0.87875,-0.17060200000000003,1.1841,h,1,0,0,w,3
RFPL,2017,19,2017-12-02,Rubin Kazan,0,1,0.87875,0.708148,0.87875,0.708148,0.17060200000000003,1.4577,a,0,1,0,l,0
RFPL,2017,19,2017-12-02,Ural,1,2,0.365397,2.40898,0.365397,2.40898,-2.043583,0.1674,a,0,1,0,l,0
RFPL,2017,19,2017-12-02,Zenit St. Petersburg,2,1,2.40898,0.365397,2.40898,0.365397,2.043583,2.7363,h,1,0,0,w,3
RFPL,2017,19,2017-12-03,Amkar,0,3,0.267153,1.64851,0.267153,1.64851,-1.381357,0.2922,a,0,1,0,l,0
RFPL,2017,19,2017-12-03,Anzhi Makhachkala,4,0,3.4108,0.285137,3.4108,0.285137,3.1256630000000003,2.9272,h,1,0,0,w,3
RFPL,2017,19,2017-12-03,FC Krasnodar,3,2,2.26428,0.679331,1.51,0.679331,0.830669,2.5255,h,1,0,0,w,3
RFPL,2017,19,2017-12-03,FC Ufa,3,0,1.64851,0.267153,1.64851,0.267153,1.381357,2.5317,h,1,0,0,w,3
RFPL,2017,19,2017-12-03,FK Akhmat,2,3,0.679331,2.26428,0.679331,1.51,-0.830669,0.3229,a,0,1,0,l,0
RFPL,2017,19,2017-12-03,SKA-Khabarovsk,0,4,0.285137,3.4108,0.285137,3.4108,-3.1256630000000003,0.0433,a,0,1,0,l,0
RFPL,2017,20,2017-12-08,Arsenal Tula,1,1,1.35447,0.63697,1.35447,0.63697,0.7175,2.0233999999999996,a,0,0,1,d,1
RFPL,2017,20,2017-12-08,Ural,1,1,0.63697,1.35447,0.63697,1.35447,-0.7175,0.6905,h,0,0,1,d,1
RFPL,2017,20,2017-12-09,Anzhi Makhachkala,0,2,0.616825,2.13619,0.616825,2.13619,-1.519365,0.3274,a,0,1,0,l,0
RFPL,2017,20,2017-12-09,Dinamo Moscow,2,0,2.13619,0.616825,2.13619,0.616825,1.519365,2.4988,h,1,0,0,w,3
RFPL,2017,20,2017-12-09,Rubin Kazan,3,1,2.12075,0.167899,2.12075,0.167899,1.9528510000000001,2.7192,h,1,0,0,w,3
RFPL,2017,20,2017-12-09,SKA-Khabarovsk,1,3,0.167899,2.12075,0.167899,2.12075,-1.9528510000000001,0.16469999999999999,a,0,1,0,l,0
RFPL,2017,20,2017-12-10,Amkar,1,3,1.10165,0.898264,1.10165,0.898264,0.20338600000000007,1.4721,h,0,1,0,l,0
RFPL,2017,20,2017-12-10,CSKA Moscow,0,3,0.420024,2.65879,0.420024,2.65879,-2.238766,0.1649,a,0,1,0,l,0
RFPL,2017,20,2017-12-10,FC Krasnodar,3,1,0.898264,1.10165,0.898264,1.10165,-0.20338600000000007,1.1853,a,1,0,0,w,3
RFPL,2017,20,2017-12-10,FC Rostov,1,0,0.865035,1.07006,0.865035,1.07006,-0.205025,1.0375,h,1,0,0,w,3
RFPL,2017,20,2017-12-10,FC Ufa,0,1,1.07006,0.865035,1.07006,0.865035,0.205025,1.5967000000000002,a,0,1,0,l,0
