team,player,nation,pos,age,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls2,ast2,ga,gpk,gapk,xg,npxg,xa,xg2,xa2,xgxa,npxg2,npxgxa
Crystal Palace,James Tomkins,ENG,"DF,MF",30,13,13,1163,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,0.6,0.6,0.1,0.05,0.01,0.05,0.05,0.05
Crystal Palace,Joel Ward,ENG,"DF,MF",29,13,13,1104,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
Crystal Palace,Gary Cahill,ENG,DF,33,12,12,1080,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.05,0,0.05,0.05,0.05
Crystal Palace,Jeffrey Schlupp,GHA,"DF,FW",26,14,9,859,2,1,0,0,2,0,0.21,0.1,0.31,0.21,0.31,1.5,1.5,1.1,0.16,0.12,0.28,0.16,0.28
Crystal Palace,Andros Townsend,ENG,"FW,MF",28,14,9,782,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,0.2,0.2,1.2,0.02,0.14,0.16,0.02,0.16
Crystal Palace,Mamadou Sakho,FRA,DF,29,8,6,465,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01
Crystal Palace,Max Meyer,GER,"FW,MF",23,9,5,417,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.6,0.13,0.13,0.26,0.13,0.26
Crystal Palace,James McCarthy,IRL,MF,28,16,4,529,0,0,0,0,3,0,0,0,0,0,0,0.3,0.3,0.3,0.04,0.05,0.09,0.04,0.09
Crystal Palace,Christian Benteke,BEL,FW,28,15,4,486,0,0,0,0,2,0,0,0,0,0,0,1.3,1.3,1.2,0.24,0.21,0.45,0.24,0.45
Crystal Palace,Scott Dann,ENG,DF,32,5,4,336,0,1,0,0,0,0,0,0.27,0.27,0,0.27,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05
Crystal Palace,Jaïro Riedewald,NED,DF,22,5,3,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.01,0.09,0.1,0.01,0.1
Crystal Palace,Wayne Hennessey,WAL,GK,32,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace,Connor Wickham,ENG,"FW,MF",26,4,0,60,1,1,0,0,0,0,1.5,1.5,3,1.5,3,1.3,1.3,0.5,1.94,0.71,2.65,1.94,2.65
Crystal Palace,Brandon Pierrick,ENG,MF,17,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.02,1.02,0,1.02
Crystal Palace,Víctor Camarasa,ESP,MF,25,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace,James Daly,ENG,FW,19,0,0,,,,,,,,,,,,,,,,,,,,
Crystal Palace,Stephen Henderson,IRL,GK,31,0,0,,,,,,,,,,,,,,,,,,,,
Crystal Palace,Nya Kirby,ENG,,19,0,0,,,,,,,,,,,,,,,,,,,,
Crystal Palace,Tyrick Mitchell,ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,
Crystal Palace,Sam Woods,ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,
Everton,Jordan Pickford,ENG,GK,25,21,21,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Richarlison,BRA,FW,22,21,21,1818,7,3,0,0,4,0,0.35,0.15,0.5,0.35,0.5,4.8,4.8,2.8,0.24,0.14,0.37,0.24,0.37
Everton,Lucas Digne,FRA,DF,26,20,20,1710,0,3,0,0,2,0,0,0.16,0.16,0,0.16,0.8,0.8,3,0.04,0.16,0.2,0.04,0.2
Everton,Yerry Mina,COL,DF,24,19,18,1630,0,0,0,0,2,0,0,0,0,0,0,1.4,1.4,0.2,0.08,0.01,0.09,0.08,0.09
Everton,Gylfi Sigurðsson,ISL,MF,29,20,17,1485,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,2,2,3.2,0.12,0.2,0.31,0.12,0.31
Everton,Michael Keane,ENG,DF,26,17,15,1369,1,0,0,0,0,0,0.07,0,0.07,0.07,0.07,1.2,1.2,0.2,0.08,0.01,0.09,0.08,0.09
Everton,Dominic Calvert-Lewin,ENG,MF,22,19,14,1223,8,0,0,0,4,0,0.59,0,0.59,0.59,0.59,6.7,6.7,0.6,0.5,0.04,0.54,0.5,0.54
Everton,Mason Holgate,ENG,DF,22,14,12,1097,0,2,0,0,2,0,0,0.16,0.16,0,0.16,1.6,1.6,0.1,0.13,0.01,0.14,0.13,0.14
Everton,Djibril Sidibé,FRA,"DF,MF",27,13,12,1032,0,4,0,0,2,0,0,0.35,0.35,0,0.35,0.2,0.2,1.5,0.02,0.13,0.15,0.02,0.15
Everton,Alex Iwobi,NGA,FW,23,16,11,1045,1,0,0,0,0,0,0.09,0,0.09,0.09,0.09,2,2,1.8,0.17,0.15,0.33,0.17,0.33
Everton,Tom Davies,ENG,MF,21,15,11,1008,1,0,0,0,6,0,0.09,0,0.09,0.09,0.09,1.4,1.4,0.1,0.13,0.01,0.14,0.13,0.14
Everton,Séamus Coleman,IRL,"DF,MF",30,13,11,949,0,1,0,0,5,1,0,0.09,0.09,0,0.09,0.6,0.6,0.5,0.05,0.05,0.1,0.05,0.1
Everton,Fabian Delph,ENG,MF,29,11,9,839,0,0,0,0,3,0,0,0,0,0,0,0,0,0.2,0,0.02,0.03,0,0.03
Everton,Morgan Schneiderlin,FRA,MF,29,11,9,741,0,0,0,0,5,1,0,0,0,0,0,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04
Everton,Bernard,BRA,"FW,MF",26,12,8,656,2,1,0,0,2,0,0.27,0.14,0.41,0.27,0.41,0.3,0.3,0.6,0.04,0.08,0.12,0.04,0.12
Everton,Theo Walcott,ENG,"FW,MF",30,14,8,627,0,1,0,0,1,0,0,0.14,0.14,0,0.14,1.3,1.3,0.7,0.18,0.1,0.29,0.18,0.29
Everton,André Gomes,POR,MF,26,8,7,585,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.4,0.03,0.06,0.09,0.03,0.09
Everton,Moise Kean,ITA,FW,19,16,3,457,0,1,0,0,0,0,0,0.2,0.2,0,0.2,2.3,2.3,0.5,0.45,0.1,0.55,0.45,0.55
Everton,Cenk Tosun,TUR,FW,28,5,2,290,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31,0.8,0.8,0.1,0.24,0.04,0.28,0.24,0.28
Everton,Leighton Baines,ENG,DF,34,3,1,153,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.08,0.11,0.03,0.11
Everton,Jean-Philippe Gbamin,CIV,DF,23,2,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Oumar Niasse,SEN,"FW,MF",29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Beni Baningime,COD,MF,20,0,0,,,,,,,,,,,,,,,,,,,,
Everton,Anthony Gordon,ENG,,18,0,0,,,,,,,,,,,,,,,,,,,,
Everton,Jonas Lössl,DEN,GK,30,0,0,,,,,,,,,,,,,,,,,,,,
Everton,Cuco Martina,CUW,"DF,MF",29,0,0,,,,,,,,,,,,,,,,,,,,
Everton,Maarten Stekelenburg,NED,GK,36,0,0,,,,,,,,,,,,,,,,,,,,
Leicester City,Kasper Schmeichel,DEN,GK,32,21,21,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.01,0.01,0,0.01
Leicester City,Jonny Evans,NIR,DF,31,21,21,1856,1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,1.5,1.5,0.2,0.07,0.01,0.08,0.07,0.08
Leicester City,Ricardo Pereira,POR,"DF,FW",25,20,20,1800,2,1,0,0,1,0,0.1,0.05,0.15,0.1,0.15,0.6,0.6,1.7,0.03,0.09,0.12,0.03,0.12
Leicester City,Çağlar Söyüncü,TUR,DF,23,20,20,1800,1,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,1.8,1.8,0.2,0.09,0.01,0.1,0.09,0.1
Leicester City,Youri Tielemans,BEL,MF,22,20,20,1759,3,3,0,0,1,0,0.15,0.15,0.31,0.15,0.31,2,2,3,0.1,0.16,0.26,0.1,0.26
Leicester City,Wilfred Ndidi,NGA,DF,22,20,19,1730,2,1,0,0,3,0,0.1,0.05,0.16,0.1,0.16,1.2,1.2,0.4,0.06,0.02,0.08,0.06,0.08
Leicester City,Jamie Vardy,ENG,FW,32,19,19,1710,17,3,3,3,2,0,0.89,0.16,1.05,0.74,0.89,11.1,8.8,2.7,0.58,0.14,0.73,0.46,0.61
Leicester City,James Maddison,ENG,MF,22,20,19,1684,6,3,0,0,2,0,0.32,0.16,0.48,0.32,0.48,3.8,3.8,4.9,0.2,0.26,0.46,0.2,0.46
Leicester City,Ben Chilwell,ENG,DF,22,17,17,1520,1,3,0,0,1,0,0.06,0.18,0.24,0.06,0.24,0.4,0.4,2.5,0.03,0.15,0.18,0.03,0.18
Leicester City,Ayoze Pérez,ESP,FW,26,18,15,1127,5,4,0,0,0,0,0.4,0.32,0.72,0.4,0.72,3.5,3.5,2.2,0.28,0.17,0.45,0.28,0.45
Leicester City,Harvey Barnes,ENG,MF,21,19,13,1083,1,5,0,0,0,0,0.08,0.42,0.5,0.08,0.5,4,4,1.6,0.34,0.13,0.47,0.34,0.47
Leicester City,Dennis Praet,BEL,MF,25,14,6,560,0,1,0,0,0,0,0,0.16,0.16,0,0.16,0.5,0.5,0.6,0.08,0.1,0.18,0.08,0.18
Leicester City,Hamza Choudhury,ENG,MF,21,12,5,459,1,1,0,0,2,0,0.2,0.2,0.39,0.2,0.39,0.3,0.3,0.1,0.06,0.01,0.07,0.06,0.07
Leicester City,Christian Fuchs,AUT,"DF,MF",33,6,5,454,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04
Leicester City,Kelechi Iheanacho,NGA,FW,22,5,4,284,3,2,0,0,1,0,0.95,0.63,1.58,0.95,1.58,1.5,1.5,1.7,0.47,0.54,1,0.47,1
Leicester City,Demarai Gray,ENG,MF,23,13,2,388,1,1,0,1,1,0,0.23,0.23,0.46,0.23,0.46,1.8,1.1,0.7,0.43,0.16,0.59,0.25,0.41
Leicester City,Marc Albrighton,ENG,MF,29,11,2,353,0,1,0,0,1,0,0,0.25,0.25,0,0.25,0.2,0.2,0.9,0.06,0.22,0.27,0.06,0.27
Leicester City,Wes Morgan,JAM,DF,35,6,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Leicester City,James Justin,ENG,MF,21,3,1,110,0,1,0,0,0,0,0,0.82,0.82,0,0.82,0,0,0.3,0,0.21,0.21,0,0.21
Leicester City,Nampalys Mendy,FRA,MF,27,2,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.07,0.07,0,0.07
Leicester City,Danny Ward,WAL,GK,26,0,0,,,,,,,,,,,,,,,,,,,,
Liverpool,Virgil van Dijk,NED,DF,28,20,20,1800,3,0,0,0,1,0,0.15,0,0.15,0.15,0.15,0.9,0.9,0.5,0.04,0.02,0.07,0.04,0.07
Liverpool,Trent Alexander-Arnold,ENG,"DF,MF",20,20,19,1753,2,8,0,0,4,0,0.1,0.41,0.51,0.1,0.51,1.6,1.6,6.3,0.08,0.34,0.42,0.08,0.42
Liverpool,Andrew Robertson,SCO,DF,25,20,19,1725,1,6,0,0,0,0,0.05,0.31,0.37,0.05,0.37,0.9,0.9,3.7,0.05,0.2,0.25,0.05,0.25
Liverpool,Georginio Wijnaldum,NED,MF,28,19,19,1590,2,0,0,0,0,0,0.11,0,0.11,0.11,0.11,1.2,1.2,0.4,0.07,0.02,0.1,0.07,0.1
Liverpool,Roberto Firmino,BRA,"FW,MF",27,20,18,1630,6,4,0,0,0,0,0.33,0.22,0.55,0.33,0.55,6.4,6.4,3.2,0.37,0.19,0.56,0.37,0.56
Liverpool,Sadio Mané,SEN,"FW,MF",27,19,18,1587,11,6,0,0,1,0,0.62,0.34,0.96,0.62,0.96,7.8,7.8,4.4,0.46,0.26,0.73,0.46,0.73
Liverpool,Mohamed Salah,EGY,"FW,MF",27,17,17,1445,10,4,2,2,0,0,0.62,0.25,0.87,0.5,0.75,9.1,7.6,2.1,0.6,0.14,0.74,0.5,0.64
Liverpool,Jordan Henderson,ENG,MF,29,19,16,1353,1,2,0,0,1,0,0.07,0.13,0.2,0.07,0.2,0.5,0.5,1.4,0.04,0.1,0.13,0.04,0.13
Liverpool,Alisson,BRA,GK,26,12,12,1014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Fabinho,BRA,DF,25,12,11,1006,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,0.1,0.1,0.9,0.01,0.08,0.1,0.01,0.1
Liverpool,Adrián,ESP,GK,32,10,8,783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Dejan Lovren,CRO,DF,30,8,8,670,0,1,0,0,1,0,0,0.13,0.13,0,0.13,0.3,0.3,0.4,0.05,0.05,0.1,0.05,0.1
Liverpool,Joël Matip,CMR,"DF,MF",27,7,7,630,1,0,0,0,0,0,0.14,0,0.14,0.14,0.14,0.2,0.2,0,0.03,0,0.03,0.03,0.03
Liverpool,James Milner,ENG,MF,33,16,6,663,2,2,2,2,3,0,0.27,0.27,0.54,0,0.27,1.9,0.4,0.6,0.3,0.09,0.39,0.06,0.15
Liverpool,Joe Gomez,ENG,DF,22,11,6,556,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0.03,0.03,0,0.03
Liverpool,Alex Oxlade-Chamberlain,ENG,MF,25,12,5,511,1,0,0,0,0,0,0.18,0,0.18,0.18,0.18,1.3,1.3,0.4,0.22,0.06,0.29,0.22,0.29
Liverpool,Divock Origi,BEL,"FW,MF",24,16,4,401,3,1,0,0,0,0,0.67,0.22,0.9,0.67,0.9,1.9,1.9,0.1,0.43,0.02,0.45,0.43,0.45
Liverpool,Adam Lallana,ENG,"FW,MF",31,10,3,283,1,1,0,0,1,0,0.32,0.32,0.64,0.32,0.64,1,1,0.4,0.32,0.11,0.43,0.32,0.43
Liverpool,Naby Keïta,GUI,MF,24,5,2,197,1,1,0,0,0,0,0.46,0.46,0.91,0.46,0.91,0.6,0.6,0.7,0.28,0.34,0.62,0.28,0.62
Liverpool,Xherdan Shaqiri,SUI,MF,27,5,2,174,1,0,0,0,0,0,0.52,0,0.52,0.52,0.52,0.5,0.5,0.1,0.24,0.03,0.27,0.24,0.27
Liverpool,Curtis Jones,ENG,MF,18,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.31,0.31,0.31
Liverpool,Harvey Elliot,ENG,FW,,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,
Liverpool,Rhian Brewster,ENG,FW,19,0,0,,,,,,,,,,,,,,,,,,,,
Liverpool,Caoimhin Kelleher,IRL,GK,20,0,0,,,,,,,,,,,,,,,,,,,,
Liverpool,Andy Lonergan,IRL,GK,35,0,0,,,,,,,,,,,,,,,,,,,,
Liverpool,Nathaniel Phillips,ENG,DF,22,0,0,,,,,,,,,,,,,,,,,,,,
Liverpool,Neco Williams,WAL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,
Manchester City,Raheem Sterling,ENG,"FW,MF",24,20,19,1671,11,1,0,1,4,0,0.59,0.05,0.65,0.59,0.65,9.6,8.7,4.9,0.52,0.26,0.78,0.47,0.73
Manchester City,Kevin De Bruyne,BEL,MF,28,20,19,1654,7,12,0,0,2,0,0.38,0.65,1.03,0.38,1.03,4.1,4.1,10.3,0.22,0.56,0.78,0.22,0.78
Manchester City,Ederson,BRA,GK,25,18,18,1541,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester City,Kyle Walker,ENG,DF,29,17,17,1449,1,2,0,0,3,0,0.06,0.12,0.19,0.06,0.19,0.8,0.8,1.2,0.05,0.08,0.12,0.05,0.12
Manchester City,Fernandinho,BRA,MF,34,17,16,1484,0,0,0,0,5,1,0,0,0,0,0,0.6,0.6,0.1,0.04,0.01,0.04,0.04,0.04
Manchester City,Rodri,ESP,MF,23,19,16,1435,2,1,0,0,4,0,0.13,0.06,0.19,0.13,0.19,0.4,0.4,0.8,0.03,0.05,0.08,0.03,0.08
Manchester City,İlkay Gündoğan,GER,MF,28,19,13,1199,2,1,1,1,7,0,0.15,0.08,0.23,0.08,0.15,2.6,1.9,2,0.2,0.15,0.35,0.14,0.3
Manchester City,Bernardo Silva,POR,"FW,MF",24,18,13,1180,5,4,0,0,5,0,0.38,0.31,0.69,0.38,0.69,4,4,2.8,0.31,0.22,0.52,0.31,0.52
Manchester City,David Silva,ESP,MF,33,16,13,1024,3,6,0,0,0,0,0.26,0.53,0.79,0.26,0.79,3.3,3.3,2.6,0.29,0.23,0.53,0.29,0.53
Manchester City,Riyad Mahrez,ALG,"FW,MF",28,17,11,995,5,6,0,0,0,0,0.45,0.54,0.99,0.45,0.99,3.2,3.2,4.8,0.29,0.44,0.72,0.29,0.72
Manchester City,Nicolás Otamendi,ARG,DF,31,13,11,994,2,0,0,0,3,0,0.18,0,0.18,0.18,0.18,2.2,2.2,0,0.2,0,0.2,0.2,0.2
Manchester City,Sergio Agüero,ARG,FW,31,15,11,908,10,2,2,2,0,0,0.99,0.2,1.19,0.79,0.99,8.1,6.6,2.1,0.81,0.21,1.02,0.66,0.87
Manchester City,Gabriel Jesus,BRA,FW,22,17,10,1000,8,2,0,0,1,0,0.72,0.18,0.9,0.72,0.9,9.6,9.6,0.8,0.87,0.08,0.94,0.87,0.94
Manchester City,Benjamin Mendy,FRA,DF,25,9,9,743,0,2,0,0,1,0,0,0.24,0.24,0,0.24,0.1,0.1,0.6,0.01,0.07,0.08,0.01,0.08
Manchester City,John Stones,ENG,DF,25,9,8,700,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.08,0.01,0.08,0.08,0.08
Manchester City,Oleksandr Zinchenko,UKR,MF,22,9,7,680,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.7,0.04,0.09,0.13,0.04,0.13
Manchester City,João Cancelo,POR,DF,25,7,5,486,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.8,0.03,0.15,0.18,0.03,0.18
Manchester City,Angeliño,ESP,DF,22,6,4,422,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1.2,0.05,0.25,0.3,0.05,0.3
Manchester City,Aymeric Laporte,FRA,DF,25,4,4,307,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05
Manchester City,Claudio Bravo,CHI,GK,36,4,3,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester City,Eric García,ESP,DF,18,5,2,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester City,Phil Foden,ENG,MF,19,11,2,232,0,1,0,0,0,0,0,0.39,0.39,0,0.39,0.3,0.3,0.4,0.11,0.16,0.28,0.11,0.28
Manchester City,Scott Carson,ENG,GK,33,0,0,,,,,,,,,,,,,,,,,,,,
Manchester United,David de Gea,ESP,GK,28,21,21,1890,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester United,Harry Maguire,ENG,DF,26,21,21,1890,0,0,0,0,2,0,0,0,0,0,0,1.5,1.5,0.5,0.07,0.02,0.09,0.07,0.09
Manchester United,Marcus Rashford,ENG,FW,21,21,21,1823,12,4,4,6,2,0,0.59,0.2,0.79,0.39,0.59,12.5,7.9,2.7,0.62,0.13,0.75,0.39,0.52
Manchester United,Victor Lindelöf,SWE,DF,25,20,20,1800,1,0,0,0,3,0,0.05,0,0.05,0.05,0.05,0.3,0.3,0.4,0.01,0.02,0.03,0.01,0.03
Manchester United,Daniel James,WAL,MF,21,20,19,1637,3,6,0,0,3,0,0.16,0.33,0.49,0.16,0.49,2.4,2.4,3.8,0.13,0.21,0.34,0.13,0.34
Manchester United,Aaron Wan-Bissaka,ENG,DF,21,18,18,1611,0,1,0,0,4,0,0,0.06,0.06,0,0.06,0.2,0.2,0.7,0.01,0.04,0.05,0.01,0.05
Manchester United,Scott McTominay,SCO,MF,22,17,17,1454,2,1,0,0,2,0,0.12,0.06,0.19,0.12,0.19,1.4,1.4,0.7,0.08,0.04,0.12,0.08,0.12
Manchester United,Fred,BRA,"FW,MF",26,17,14,1318,0,0,0,0,4,0,0,0,0,0,0,1.1,1.1,1.9,0.08,0.13,0.21,0.08,0.21
Manchester United,Anthony Martial,FRA,FW,23,15,14,1198,7,3,0,1,1,0,0.53,0.23,0.75,0.53,0.75,5.3,4.6,1.8,0.4,0.14,0.54,0.34,0.48
Manchester United,Andreas Pereira,BRA,MF,23,18,14,1181,1,3,0,0,3,0,0.08,0.23,0.3,0.08,0.3,1.2,1.2,2.9,0.09,0.22,0.31,0.09,0.31
Manchester United,Ashley Young,ENG,"DF,FW",34,12,10,954,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,1.2,0.01,0.11,0.12,0.01,0.12
Manchester United,Jesse Lingard,ENG,"FW,MF",26,18,9,868,0,0,0,0,3,0,0,0,0,0,0,1.7,1.7,0.9,0.17,0.09,0.26,0.17,0.26
Manchester United,Luke Shaw,ENG,"DF,MF",24,11,8,677,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.3,0.04,0.04,0.09,0.04,0.09
Manchester United,Paul Pogba,FRA,MF,26,7,5,521,0,2,0,1,0,0,0,0.35,0.35,0,0.35,1.6,0.9,1.5,0.28,0.26,0.55,0.15,0.42
Manchester United,Juan Mata,ESP,"FW,MF",31,12,5,431,0,0,0,0,1,0,0,0,0,0,0,0.9,0.9,1,0.18,0.21,0.39,0.18,0.39
Manchester United,Brandon Williams,ENG,DF,18,6,4,358,1,0,0,0,4,0,0.25,0,0.25,0.25,0.25,0.2,0.2,0.2,0.06,0.05,0.1,0.06,0.1
Manchester United,Nemanja Matić,SRB,MF,30,5,4,331,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07
Manchester United,Mason Greenwood,ENG,MF,17,16,2,396,3,0,0,0,0,0,0.68,0,0.68,0.68,0.68,1.6,1.6,0.2,0.37,0.04,0.41,0.37,0.41
Manchester United,Axel Tuanzebe,ENG,DF,21,5,2,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester United,Marcos Rojo,ARG,DF,29,3,1,120,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.08,0,0.08,0.08,0.08
Manchester United,Diogo Dalot,POR,DF,20,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester United,Phil Jones,ENG,"DF,MF",27,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester United,Tahith Chong,NED,,19,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester United,Angel Gomes,ENG,MF,18,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester United,James Garner,ENG,MF,18,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester United,Lee Grant,ENG,GK,36,0,0,,,,,,,,,,,,,,,,,,,,
Manchester United,Sergio Romero,ARG,GK,32,0,0,,,,,,,,,,,,,,,,,,,,
Newcastle United,Martin Dúbravka,SVK,GK,30,21,21,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle United,Miguel Almirón,PAR,MF,25,20,20,1679,1,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,4,4,0.5,0.22,0.03,0.24,0.22,0.24
Newcastle United,Joelinton,BRA,FW,22,21,20,1613,1,2,0,0,4,0,0.06,0.11,0.17,0.06,0.17,3.2,3.2,2.1,0.18,0.12,0.3,0.18,0.3
Newcastle United,Isaac Hayden,ENG,DF,24,17,17,1456,0,1,0,0,3,1,0,0.06,0.06,0,0.06,0.4,0.4,1.3,0.02,0.08,0.1,0.02,0.1
Newcastle United,Jetro Willems,NED,DF,25,17,16,1396,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,0.6,0.6,1.2,0.04,0.08,0.12,0.04,0.12
Newcastle United,Fabian Schär,SUI,DF,27,15,14,1288,2,0,0,0,4,0,0.14,0,0.14,0.14,0.14,1.1,1.1,0.1,0.07,0.01,0.08,0.07,0.08
Newcastle United,Paul Dummett,WAL,DF,27,15,13,1216,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01
Newcastle United,Jonjo Shelvey,ENG,MF,27,14,13,1077,5,0,0,0,1,0,0.42,0,0.42,0.42,0.42,1.7,1.7,1.7,0.14,0.14,0.28,0.14,0.28
Newcastle United,Federico Fernández,ARG,DF,30,15,12,1103,2,1,0,0,4,0,0.16,0.08,0.24,0.16,0.24,1.2,1.2,0.2,0.09,0.02,0.11,0.09,0.11
Newcastle United,Jamaal Lascelles,ENG,DF,25,12,12,1002,1,0,0,0,1,0,0.09,0,0.09,0.09,0.09,0.3,0.3,0.1,0.02,0.01,0.04,0.02,0.04
Newcastle United,Allan Saint-Maximin,FRA,"FW,MF",22,12,10,823,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11,1.5,1.5,1.3,0.17,0.14,0.31,0.17,0.31
Newcastle United,Sean Longstaff,ENG,MF,21,14,9,875,0,1,0,0,1,1,0,0.1,0.1,0,0.1,0.3,0.3,0.8,0.03,0.08,0.11,0.03,0.11
Newcastle United,Javier Manquillo,ESP,DF,25,11,9,800,0,1,0,0,2,0,0,0.11,0.11,0,0.11,0,0,0.1,0,0.01,0.01,0,0.01
Newcastle United,Ciaran Clark,IRL,"DF,MF",29,9,9,765,2,0,0,0,2,0,0.24,0,0.24,0.24,0.24,0.8,0.8,0,0.1,0,0.1,0.1,0.1
Newcastle United,DeAndre Yedlin,USA,DF,26,11,7,718,1,0,0,0,2,0,0.13,0,0.13,0.13,0.13,0.7,0.7,0.1,0.09,0.02,0.1,0.09,0.1
Newcastle United,Christian Atsu,GHA,"FW,MF",27,16,5,609,0,3,0,0,1,0,0,0.44,0.44,0,0.44,0.2,0.2,1,0.03,0.14,0.17,0.03,0.17
Newcastle United,Emil Krafth,SWE,DF,24,9,5,464,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.05,0,0.05,0.05,0.05
Newcastle United,Andy Carroll,ENG,FW,30,12,4,497,0,3,0,0,1,0,0,0.54,0.54,0,0.54,0.5,0.5,1.6,0.08,0.28,0.37,0.08,0.37
Newcastle United,Matthew Longstaff,ENG,MF,19,4,4,360,2,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.3,0.3,0.2,0.09,0.05,0.13,0.09,0.13
Newcastle United,Florian Lejeune,FRA,"DF,MF",28,4,4,344,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04
Newcastle United,Matt Ritchie,SCO,MF,29,3,3,270,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.4,0.02,0.13,0.16,0.02,0.16
Newcastle United,Yoshinori Mutō,JPN,MF,27,7,2,201,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07
Newcastle United,Dwight Gayle,ENG,FW,28,8,1,151,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0.45,0,0.45,0.45,0.45
