team,player,nation,pos,age,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls2,ast2,ga,gpk,gapk,xg,npxg,xa,xg2,xa2,xgxa,npxg2,npxgxa
Wolverhampton Wanderers,Adama Traoré,ESP,"FW,MF",23,20,17,1583,4,4,0,0,0,0,0.23,0.23,0.45,0.23,0.45,1.9,1.9,4.1,0.11,0.23,0.34,0.11,0.34
Wolverhampton Wanderers,Matt Doherty,IRL,DF,27,19,16,1430,3,0,0,0,1,0,0.19,0,0.19,0.19,0.19,3.4,3.4,0.4,0.22,0.02,0.24,0.22,0.24
Wolverhampton Wanderers,Diogo Jota,POR,MF,22,19,16,1395,3,0,0,0,3,0,0.19,0,0.19,0.19,0.19,5.4,5.4,1.9,0.35,0.12,0.47,0.35,0.47
Wolverhampton Wanderers,Romain Saïss,MAR,DF,29,17,15,1265,2,0,0,0,9,1,0.14,0,0.14,0.14,0.14,1.7,1.7,0.5,0.12,0.03,0.16,0.12,0.16
Wolverhampton Wanderers,Willy Boly,FRA,DF,28,8,8,719,0,1,0,0,2,1,0,0.13,0.13,0,0.13,0,0,0.3,0,0.04,0.04,0,0.04
Wolverhampton Wanderers,Ryan Bennett,ENG,DF,29,11,7,604,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0.02,0.02,0,0.02
Wolverhampton Wanderers,Pedro Neto,POR,FW,19,14,3,353,1,2,0,0,2,0,0.25,0.51,0.76,0.25,0.76,0.6,0.6,1.7,0.14,0.43,0.57,0.14,0.57
Wolverhampton Wanderers,Rúben Vinagre,POR,DF,20,9,3,333,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.5,0.06,0.14,0.19,0.06,0.19
Wolverhampton Wanderers,Patrick Cutrone,ITA,FW,21,12,3,292,2,0,0,0,0,0,0.62,0,0.62,0.62,0.62,2.3,2.3,0,0.71,0.01,0.73,0.71,0.73
Wolverhampton Wanderers,Max Kilman,ENG,DF,22,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolverhampton Wanderers,Jesús Vallejo,ESP,DF,22,2,1,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolverhampton Wanderers,Morgan Gibbs-White,ENG,MF,19,3,1,120,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13
Wolverhampton Wanderers,Bernard Ashley-Seal,ENG,FW,20,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Oskar Buur,DEN,DF,21,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Luke Cundle,ENG,MF,,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Owen Otasowie,ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Taylor Perry,ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,John Ruddy,ENG,GK,32,0,0,,,,,,,,,,,,,,,,,,,,
